date,campaign_id,channel,age_group,ad_spend,views,leads,new_accounts,country,revenue
1641081600,January_2022_1,Influencer,18-24,233,6746.869565217391,134.9373913043478,26.987478260869565,Singapore,303.9130434782609
1641081600,January_2022_1,Influencer,18-24,737,21340.95652173913,426.81913043478266,85.36382608695654,Malaysia,961.304347826087
1641081600,January_2022_1,Influencer,18-24,271,7847.217391304348,156.94434782608695,31.38886956521739,Indonesia,353.47826086956525
1641081600,January_2022_1,Influencer,18-24,868,25134.260869565216,502.6852173913043,100.53704347826088,Thailand,1132.1739130434785
1641081600,January_2022_1,Influencer,18-24,842,24381.391304347828,487.6278260869566,97.52556521739132,Vietnam,1098.2608695652175
1641081600,January_2022_1,Influencer,18-24,551,15955.04347826087,319.1008695652174,63.82017391304348,Philippines,718.6956521739131
1641081600,January_2022_1,Influencer,18-24,856,24786.78260869565,495.735652173913,99.1471304347826,Myanmar,1116.521739130435
1641081600,January_2022_1,Influencer,18-24,539,15607.565217391304,312.1513043478261,62.43026086956522,Cambodia,703.0434782608696
1641081600,January_2022_1,Influencer,18-24,595,17229.130434782608,344.58260869565214,68.91652173913043,Laos,776.0869565217392
1641081600,January_2022_1,Influencer,25-34,183,5299.04347826087,105.9808695652174,21.19617391304348,Singapore,238.69565217391303
1641081600,January_2022_1,Influencer,25-34,153,4430.347826086956,88.60695652173912,17.721391304347826,Malaysia,199.56521739130437
1641081600,January_2022_1,Influencer,25-34,514,14883.652173913044,297.67304347826087,59.534608695652175,Indonesia,670.4347826086957
1641081600,January_2022_1,Influencer,25-34,749,21688.434782608696,433.7686956521739,86.75373913043478,Thailand,976.9565217391304
1641081600,January_2022_1,Influencer,25-34,456,13204.173913043478,264.0834782608696,52.81669565217392,Vietnam,594.7826086956522
1641081600,January_2022_1,Influencer,25-34,105,3040.434782608696,60.80869565217392,12.161739130434784,Philippines,136.95652173913044
1641081600,January_2022_1,Influencer,25-34,774,22412.34782608696,448.2469565217392,89.64939130434783,Myanmar,1009.5652173913044
1641081600,January_2022_1,Influencer,25-34,967,28000.95652173913,560.0191304347826,112.00382608695652,Cambodia,1261.304347826087
1641081600,January_2022_1,Influencer,25-34,879,25452.78260869565,509.0556521739131,101.81113043478264,Laos,1146.521739130435
1641081600,January_2022_1,Influencer,35-44,106,3069.391304347826,61.38782608695652,12.277565217391306,Singapore,138.2608695652174
1641081600,January_2022_1,Influencer,35-44,419,12132.782608695652,242.65565217391304,48.53113043478261,Malaysia,546.5217391304349
1641081600,January_2022_1,Influencer,35-44,746,21601.565217391304,432.0313043478261,86.40626086956523,Indonesia,973.0434782608696
1641081600,January_2022_1,Influencer,35-44,907,26263.565217391304,525.2713043478261,105.05426086956524,Thailand,1183.0434782608695
1641081600,January_2022_1,Influencer,35-44,296,8571.13043478261,171.4226086956522,34.28452173913044,Vietnam,386.0869565217392
1641081600,January_2022_1,Influencer,35-44,154,4459.304347826087,89.18608695652175,17.83721739130435,Philippines,200.8695652173913
1641081600,January_2022_1,Influencer,35-44,839,24294.521739130432,485.8904347826087,97.17808695652174,Myanmar,1094.3478260869565
1641081600,January_2022_1,Influencer,35-44,149,4314.521739130434,86.29043478260868,17.258086956521737,Cambodia,194.3478260869565
1641081600,January_2022_1,Influencer,35-44,605,17518.695652173912,350.37391304347824,70.07478260869566,Laos,789.1304347826087
1641081600,January_2022_1,Influencer,45-54,746,21601.565217391304,432.0313043478261,86.40626086956523,Singapore,973.0434782608696
1641081600,January_2022_1,Influencer,45-54,796,23049.391304347828,460.98782608695655,92.19756521739131,Malaysia,1038.2608695652175
1641081600,January_2022_1,Influencer,45-54,662,19169.217391304348,383.384347826087,76.6768695652174,Indonesia,863.4782608695652
1641081600,January_2022_1,Influencer,45-54,765,22151.739130434784,443.0347826086957,88.60695652173915,Thailand,997.8260869565216
1641081600,January_2022_1,Influencer,45-54,166,4806.782608695652,96.13565217391304,19.22713043478261,Vietnam,216.5217391304348
1641081600,January_2022_1,Influencer,45-54,187,5414.869565217392,108.29739130434784,21.65947826086957,Philippines,243.9130434782609
1641081600,January_2022_1,Influencer,45-54,458,13262.08695652174,265.2417391304348,53.04834782608696,Myanmar,597.3913043478261
1641081600,January_2022_1,Influencer,45-54,495,14333.478260869566,286.6695652173913,57.33391304347827,Cambodia,645.6521739130435
1641081600,January_2022_1,Influencer,45-54,987,28580.08695652174,571.6017391304348,114.32034782608696,Laos,1287.3913043478262
1641081600,January_2022_1,Influencer,55-64,970,28087.82608695652,561.7565217391304,112.3513043478261,Singapore,1265.217391304348
1641081600,January_2022_1,Influencer,55-64,252,7297.04347826087,145.9408695652174,29.188173913043485,Malaysia,328.69565217391306
1641081600,January_2022_1,Influencer,55-64,465,13464.782608695652,269.295652173913,53.85913043478261,Indonesia,606.5217391304349
1641081600,January_2022_1,Influencer,55-64,276,7992.0,159.84,31.968000000000004,Thailand,360.00000000000006
1641081600,January_2022_1,Influencer,55-64,752,21775.304347826084,435.5060869565217,87.10121739130435,Vietnam,980.8695652173913
1641081600,January_2022_1,Influencer,55-64,518,14999.478260869564,299.9895652173913,59.99791304347826,Philippines,675.6521739130435
1641081600,January_2022_1,Influencer,55-64,219,6341.478260869565,126.8295652173913,25.365913043478265,Myanmar,285.6521739130435
1641081600,January_2022_1,Influencer,55-64,523,15144.260869565216,302.8852173913043,60.57704347826086,Cambodia,682.1739130434783
1641081600,January_2022_1,Influencer,55-64,819,23715.391304347828,474.3078260869565,94.86156521739132,Laos,1068.2608695652175
1641081600,January_2022_1,Influencer,65+,860,24902.60869565217,498.0521739130435,99.6104347826087,Singapore,1121.7391304347825
1641081600,January_2022_1,Influencer,65+,506,14652.0,293.04,58.608,Malaysia,660.0000000000001
1641081600,January_2022_1,Influencer,65+,203,5878.173913043479,117.5634782608696,23.51269565217392,Indonesia,264.78260869565224
1641081600,January_2022_1,Influencer,65+,257,7441.826086956522,148.83652173913043,29.767304347826087,Thailand,335.21739130434787
1641081600,January_2022_1,Influencer,65+,863,24989.478260869568,499.7895652173914,99.95791304347829,Vietnam,1125.6521739130435
1641081600,January_2022_1,Influencer,65+,620,17953.043478260868,359.0608695652174,71.81217391304348,Philippines,808.6956521739131
1641081600,January_2022_1,Influencer,65+,991,28695.91304347826,573.9182608695652,114.78365217391304,Myanmar,1292.608695652174
1641081600,January_2022_1,Influencer,65+,243,7036.434782608695,140.7286956521739,28.145739130434784,Cambodia,316.95652173913044
1641081600,January_2022_1,Influencer,65+,917,26553.130434782608,531.0626086956522,106.21252173913044,Laos,1196.0869565217392
1641081600,January_2022_1,Sponsored search ads,18-24,277,8784.857142857141,175.69714285714284,35.13942857142857,Singapore,395.71428571428567
1641081600,January_2022_1,Sponsored search ads,18-24,631,20011.714285714283,400.2342857142857,80.04685714285714,Malaysia,901.4285714285714
1641081600,January_2022_1,Sponsored search ads,18-24,568,18013.714285714286,360.2742857142857,72.05485714285714,Indonesia,811.4285714285714
1641081600,January_2022_1,Sponsored search ads,18-24,798,25308.0,506.1599999999999,101.232,Thailand,1140.0
1641081600,January_2022_1,Sponsored search ads,18-24,366,11607.42857142857,232.14857142857144,46.42971428571428,Vietnam,522.8571428571429
1641081600,January_2022_1,Sponsored search ads,18-24,330,10465.714285714284,209.3142857142857,41.86285714285714,Philippines,471.4285714285714
1641081600,January_2022_1,Sponsored search ads,18-24,709,22485.42857142857,449.70857142857136,89.94171428571428,Myanmar,1012.8571428571428
1641081600,January_2022_1,Sponsored search ads,18-24,519,16459.714285714283,329.1942857142857,65.83885714285714,Cambodia,741.4285714285714
1641081600,January_2022_1,Sponsored search ads,18-24,303,9609.42857142857,192.1885714285714,38.437714285714286,Laos,432.8571428571428
1641081600,January_2022_1,Sponsored search ads,25-34,463,14683.714285714284,293.67428571428565,58.73485714285713,Singapore,661.4285714285713
1641081600,January_2022_1,Sponsored search ads,25-34,898,28479.42857142857,569.5885714285714,113.91771428571428,Malaysia,1282.857142857143
1641081600,January_2022_1,Sponsored search ads,25-34,599,18996.85714285714,379.9371428571428,75.98742857142857,Indonesia,855.7142857142858
1641081600,January_2022_1,Sponsored search ads,25-34,171,5423.142857142857,108.46285714285716,21.69257142857143,Thailand,244.28571428571428
1641081600,January_2022_1,Sponsored search ads,25-34,170,5391.428571428571,107.82857142857142,21.56571428571429,Vietnam,242.85714285714283
1641081600,January_2022_1,Sponsored search ads,25-34,797,25276.28571428571,505.52571428571423,101.10514285714284,Philippines,1138.5714285714284
1641081600,January_2022_1,Sponsored search ads,25-34,242,7674.857142857141,153.49714285714282,30.69942857142857,Myanmar,345.71428571428567
1641081600,January_2022_1,Sponsored search ads,25-34,872,27654.85714285714,553.0971428571428,110.61942857142856,Cambodia,1245.7142857142858
1641081600,January_2022_1,Sponsored search ads,25-34,898,28479.42857142857,569.5885714285714,113.91771428571428,Laos,1282.857142857143
1641081600,January_2022_1,Sponsored search ads,35-44,172,5454.857142857142,109.09714285714284,21.81942857142857,Singapore,245.7142857142857
1641081600,January_2022_1,Sponsored search ads,35-44,333,10560.85714285714,211.2171428571428,42.243428571428566,Malaysia,475.71428571428567
1641081600,January_2022_1,Sponsored search ads,35-44,216,6850.285714285713,137.00571428571425,27.40114285714285,Indonesia,308.57142857142856
1641081600,January_2022_1,Sponsored search ads,35-44,755,23944.28571428571,478.8857142857142,95.77714285714283,Thailand,1078.5714285714284
1641081600,January_2022_1,Sponsored search ads,35-44,825,26164.28571428571,523.2857142857142,104.65714285714284,Vietnam,1178.5714285714284
1641081600,January_2022_1,Sponsored search ads,35-44,822,26069.14285714285,521.382857142857,104.2765714285714,Philippines,1174.2857142857142
1641081600,January_2022_1,Sponsored search ads,35-44,968,30699.428571428565,613.9885714285713,122.79771428571426,Myanmar,1382.857142857143
1641081600,January_2022_1,Sponsored search ads,35-44,914,28986.85714285714,579.7371428571429,115.9474285714286,Cambodia,1305.7142857142858
1641081600,January_2022_1,Sponsored search ads,35-44,489,15508.285714285714,310.1657142857143,62.033142857142856,Laos,698.5714285714286
1641081600,January_2022_1,Sponsored search ads,45-54,151,4788.857142857142,95.77714285714283,19.15542857142857,Singapore,215.7142857142857
1641081600,January_2022_1,Sponsored search ads,45-54,938,29748.0,594.9599999999999,118.992,Malaysia,1340.0
1641081600,January_2022_1,Sponsored search ads,45-54,423,13415.142857142857,268.3028571428571,53.660571428571416,Indonesia,604.2857142857142
1641081600,January_2022_1,Sponsored search ads,45-54,236,7484.5714285714275,149.69142857142856,29.938285714285712,Thailand,337.1428571428571
1641081600,January_2022_1,Sponsored search ads,45-54,387,12273.42857142857,245.4685714285714,49.093714285714285,Vietnam,552.8571428571429
1641081600,January_2022_1,Sponsored search ads,45-54,731,23183.14285714285,463.6628571428571,92.73257142857142,Philippines,1044.2857142857142
1641081600,January_2022_1,Sponsored search ads,45-54,459,14556.85714285714,291.1371428571428,58.22742857142856,Myanmar,655.7142857142857
1641081600,January_2022_1,Sponsored search ads,45-54,192,6089.142857142857,121.78285714285714,24.356571428571428,Cambodia,274.2857142857143
1641081600,January_2022_1,Sponsored search ads,45-54,304,9641.142857142857,192.82285714285717,38.56457142857143,Laos,434.2857142857143
1641081600,January_2022_1,Sponsored search ads,55-64,373,11829.42857142857,236.5885714285714,47.31771428571429,Singapore,532.8571428571429
