date,campaign_id,channel,age_group,ad_spend,views,leads,new_accounts,country,revenue
1669507200,November_2022_1,TV ads,35-44,973,,,,Singapore,
1669507200,November_2022_1,TV ads,35-44,191,,,,Malaysia,
1669507200,November_2022_1,TV ads,35-44,162,,,,Indonesia,
1669507200,November_2022_1,TV ads,35-44,437,,,,Thailand,
1669507200,November_2022_1,TV ads,35-44,320,,,,Vietnam,
1669507200,November_2022_1,TV ads,35-44,923,,,,Philippines,
1669507200,November_2022_1,TV ads,35-44,411,,,,Myanmar,
1669507200,November_2022_1,TV ads,35-44,105,,,,Cambodia,
1669507200,November_2022_1,TV ads,35-44,373,,,,Laos,
1669507200,November_2022_1,TV ads,45-54,330,,,,Singapore,
1669507200,November_2022_1,TV ads,45-54,881,,,,Malaysia,
1669507200,November_2022_1,TV ads,45-54,192,,,,Indonesia,
1669507200,November_2022_1,TV ads,45-54,888,,,,Thailand,
1669507200,November_2022_1,TV ads,45-54,864,,,,Vietnam,
1669507200,November_2022_1,TV ads,45-54,618,,,,Philippines,
1669507200,November_2022_1,TV ads,45-54,734,,,,Myanmar,
1669507200,November_2022_1,TV ads,45-54,286,,,,Cambodia,
1669507200,November_2022_1,TV ads,45-54,179,,,,Laos,
1669507200,November_2022_1,TV ads,55-64,486,,,,Singapore,
1669507200,November_2022_1,TV ads,55-64,304,,,,Malaysia,
1669507200,November_2022_1,TV ads,55-64,182,,,,Indonesia,
1669507200,November_2022_1,TV ads,55-64,344,,,,Thailand,
1669507200,November_2022_1,TV ads,55-64,617,,,,Vietnam,
1669507200,November_2022_1,TV ads,55-64,119,,,,Philippines,
1669507200,November_2022_1,TV ads,55-64,285,,,,Myanmar,
1669507200,November_2022_1,TV ads,55-64,793,,,,Cambodia,
1669507200,November_2022_1,TV ads,55-64,210,,,,Laos,
1669507200,November_2022_1,TV ads,65+,252,,,,Singapore,
1669507200,November_2022_1,TV ads,65+,233,,,,Malaysia,
1669507200,November_2022_1,TV ads,65+,441,,,,Indonesia,
1669507200,November_2022_1,TV ads,65+,504,,,,Thailand,
1669507200,November_2022_1,TV ads,65+,321,,,,Vietnam,
1669507200,November_2022_1,TV ads,65+,106,,,,Philippines,
1669507200,November_2022_1,TV ads,65+,674,,,,Myanmar,
1669507200,November_2022_1,TV ads,65+,620,,,,Cambodia,
1669507200,November_2022_1,TV ads,65+,607,,,,Laos,
1669507200,November_2022_1,Google banner ads,18-24,129,4799.664804469273,95.99329608938548,19.198659217877093,Singapore,216.2011173184357
1669507200,November_2022_1,Google banner ads,18-24,855,31811.731843575413,636.2346368715083,127.24692737430166,Malaysia,1432.9608938547483
1669507200,November_2022_1,Google banner ads,18-24,591,21989.16201117318,439.7832402234636,87.95664804469271,Indonesia,990.5027932960892
1669507200,November_2022_1,Google banner ads,18-24,176,6548.379888268155,130.9675977653631,26.193519553072623,Thailand,294.9720670391061
1669507200,November_2022_1,Google banner ads,18-24,451,16780.223463687147,335.6044692737429,67.12089385474859,Vietnam,755.8659217877095
1669507200,November_2022_1,Google banner ads,18-24,568,21133.407821229048,422.66815642458096,84.5336312849162,Philippines,951.9553072625696
1669507200,November_2022_1,Google banner ads,18-24,199,7404.13407821229,148.0826815642458,29.616536312849163,Myanmar,333.5195530726257
1669507200,November_2022_1,Google banner ads,18-24,686,25523.79888268156,510.4759776536312,102.09519553072624,Cambodia,1149.7206703910615
1669507200,November_2022_1,Google banner ads,18-24,601,22361.22905027933,447.2245810055865,89.44491620111731,Laos,1007.2625698324022
1669507200,November_2022_1,Google banner ads,25-34,621,23105.36312849162,462.1072625698324,92.42145251396649,Singapore,1040.7821229050278
1669507200,November_2022_1,Google banner ads,25-34,520,19347.48603351955,386.9497206703911,77.38994413407822,Malaysia,871.5083798882682
1669507200,November_2022_1,Google banner ads,25-34,684,25449.385474860333,508.9877094972067,101.79754189944134,Indonesia,1146.3687150837989
1669507200,November_2022_1,Google banner ads,25-34,780,29021.22905027933,580.4245810055866,116.08491620111732,Thailand,1307.2625698324025
1669507200,November_2022_1,Google banner ads,25-34,427,15887.2625698324,317.74525139664803,63.549050279329606,Vietnam,715.6424581005587
